totsec,true_course_deg,hdg_deg_T,pitch_deg,bank_deg
18:53:28.797,135.618832,135.618832,-1.030424,-2.954520
18:53:29.195,135.181102,135.181102,-0.898421,-3.212050
18:53:30.797,134.912020,134.912020,-0.719915,-2.026486
18:53:31.398,135.052146,135.052146,-0.510193,0.037331
18:53:32.797,135.528403,135.528403,-0.307932,0.859746
18:53:33.797,136.174005,136.174005,-0.166555,0.163616
18:53:35.594,136.825461,136.825461,-0.132882,-1.132078
18:53:36.195,137.419627,137.419627,-0.230481,-1.707282
18:53:37.195,138.038947,138.038947,-0.456448,-0.964725
18:53:38.398,138.750637,138.750637,-0.806384,0.572707
18:53:39.797,139.696436,139.696436,-1.270491,2.502952
18:53:40.797,141.040780,141.040780,-1.842787,4.636463
18:53:41.594,143.000229,143.000229,-2.507695,7.329572
18:53:42.797,145.854803,145.854803,-3.234889,11.055127
